metriques_detecte,score_metriques,cpu_mean,cpu_max,cpu_std,mem_mean,mem_max,lat_p99_mean,lat_p99_max,net_rx_total,net_tx_total,logs_detecte,score_logs,nb_logs,traces_detecte,score_traces,nb_spans,duree_moy_spans,duree_max_spans,duree_std_spans,fault_type,systeme
0,0.0,1.1675205328471745,6.965990324686862,1.2525227631428437,18.25577445652174,35.357421875,0.12598184684684688,2.215000000000001,218887.97236118876,1882967.0309989776,1,0.05523138854167242,1343,1,0.16017473607571897,2747,0.02559459301055697,0.652072,0.07378974695607995,return,train_ticket
1,10.34568608430517,1.2635128924972299,10.024892836527174,1.5801341197672274,18.25727326766304,35.0951171875,0.15445472868217056,0.99,359399.11393689876,1832704.5918180654,1,0.06492135504579455,1954,1,0.18555352002093692,3821,0.028825989531536245,1.208406,0.09177571907462677,return,train_ticket
1,0.40753330575204383,1.0239312544696655,7.3147030862023215,1.1787230413817658,18.31491593070652,34.499609375,0.11444631578947369,0.99,211899.5606654579,1973557.1939085422,1,0.05626670046118476,1385,1,0.1293599729089062,2953,0.026744463257704028,1.194794,0.0923973813298254,return,train_ticket
1,4.511421462658616,1.0524576949058784,8.853662406045798,1.3502240236910497,18.331470788043475,34.5060546875,0.15407583333333333,0.9883333333333334,284797.0116860308,1730180.1923084557,1,0.05605875269932026,1353,1,0.16649214659685863,2865,0.025942275043630017,0.63506,0.07663455348824459,return,train_ticket
1,0.007487237917395584,1.1135439654521277,8.654911469619437,1.422983308512515,18.322138247282606,34.23515625,0.13385984126984124,0.995,234985.63549110317,1870814.5666456777,1,0.05207499348557543,2068,1,0.21013597033374537,4045,0.04123982521631644,2.579195,0.15278874389156186,return,train_ticket
1,1.7655153057524797,0.8094429088314533,6.050050528710657,0.9843971695887126,18.33349184782609,33.66875,0.12471521879021877,0.995,167653.9568595831,1720799.7599584907,1,0.06008370716290079,830,1,0.15737298636926889,1614,0.02474851982651797,0.642126,0.07161507755242584,return,train_ticket
1,0.18374304812439202,1.1178534259170525,6.896044483717055,1.15965217021689,18.342514436141304,33.6685546875,0.08483405052264807,0.4975,259007.10486215283,2060602.1880296338,0,0.01975095779410052,2033,1,0.13979591836734695,3920,0.02497801198979592,0.694111,0.07468791931976347,return,train_ticket
1,0.057429571823614634,1.3120343598219435,8.48842956704359,1.6403196521063255,18.359820822010867,33.5521484375,0.12718432276057276,0.9925,264577.9683113498,2031266.0342781097,1,0.12346220093946536,2993,1,0.16414456115364073,5617,0.0292973558839238,1.101476,0.0929772358045792,return,train_ticket
1,0.19195121734431586,1.0788801693330443,7.359125055984577,1.2986860946461953,18.37328040081522,33.1728515625,0.245987738095238,2.1999999999999984,295327.2468409972,2061386.2378583325,0,0.03832662832119205,1895,1,0.1848054679284963,3804,0.027005910620399576,0.949291,0.07831408652810441,exception,train_ticket
1,0.3536064452613463,0.9817439990249643,7.500324143283719,1.2655551783879864,18.37857082201087,33.020703125,0.10586483333333332,0.8999999999999994,224772.0267763271,1664719.3820967048,1,0.05084802590095494,1898,1,0.12458379578246392,3604,0.020932325194228635,0.606691,0.0640702268983038,exception,train_ticket
1,0.6251660004720914,1.305030550469501,8.601001383200664,1.7287855161909198,18.387550951086954,33.0271484375,0.2113108114035087,2.44,242871.50021378277,1951464.5979314442,0,0.027865261847572875,2023,1,0.16996356064549714,3842,0.027354085111920876,1.287333,0.09215134806839781,exception,train_ticket
1,1.6463604603828037,1.1221042539973012,6.846960664059748,1.252068548435231,18.401524286684783,32.7779296875,0.1139924738675958,0.8799999999999996,204466.48556268297,1710770.95296943,0,0.014316942358547524,1727,1,0.1932245922208281,3188,0.030873831869510666,1.553075,0.10031578140107318,return,train_ticket
1,0.6746825185312795,1.1243390158094466,8.463735195269638,1.4058924437016544,18.40457710597826,32.7841796875,0.09606878378378376,0.915,174546.6303074028,1685716.3546937031,0,0.014654633711560061,2326,0,0.10722208528469312,4057,0.02094047892531427,0.578781,0.06392994045716852,return,train_ticket
1,0.3468208266857029,1.334792313659822,8.791186283269296,1.5338520633552646,18.406984544836956,32.6484375,0.32191304878048776,4.55,291184.45279649633,1961530.4722501633,1,0.09577198281543642,3035,1,0.19445425644648534,5662,0.036765192334864,2.840389,0.14527428041746826,return,train_ticket
1,0.9644601030045994,0.8752766508420022,8.200518342368724,1.2405580682562118,18.413862941576085,32.4755859375,0.07054970238095237,0.9666666666666666,224501.8400632908,1789271.7216249218,1,0.08078554999073972,314,1,0.12589073634204276,842,0.01815188598574822,0.293238,0.0387591779144362,return,train_ticket
1,10.149457945649598,0.9815321934732552,7.795911897137693,1.2129873236031905,18.41096722146739,32.3150390625,0.16019689189189185,0.995,327471.25952518656,1800695.356927489,1,0.07036357056714349,450,1,0.17958783120706576,1019,0.027047098135426894,0.696922,0.08119886508410779,return,train_ticket
1,4.778017054263374,1.1541867867964337,7.668612958600137,1.316385603450928,18.421862262228263,32.339453125,0.10713101626016258,0.985,337336.94370162726,1956920.6622512934,0,0.02562444925174623,1623,1,0.15966655979480604,3119,0.023136913754408465,0.925522,0.07205681596521037,return,train_ticket
1,3.81580859453093,1.3201446943810016,8.285534534225821,1.8012557993768525,18.506364639945648,31.9427734375,0.12253875968992245,0.9600000000000002,282037.3845692109,1771790.081894111,1,0.1327139446000456,2917,0,0.11843825892023165,5353,0.01920781916682234,0.734419,0.06165310520250815,return,train_ticket
1,16.593257313644354,1.1824888336973014,10.343846309850786,1.6478795422958386,18.456742527173912,31.8869140625,0.11830320238095235,2.275,425288.57101383846,2015555.990644557,1,0.07613598271448407,2628,1,0.14906079579882853,4951,0.02052387416683498,0.939416,0.06436110466256131,return,train_ticket
1,0.5342393714958829,1.2932842868905559,8.784766450731448,1.5578431803442403,18.45737941576087,31.8978515625,0.11818606249999997,0.9787499999999998,355528.2511456133,1940405.6655117914,0,0.03387514965932248,2452,1,0.20814977973568283,4540,0.03311703568281938,2.146975,0.12798899941646438,return,train_ticket
1,0.4278938209948815,1.1955277104298445,8.745693482512742,1.6903671724189442,18.47898267663043,31.5591796875,0.17251480725623583,0.995,230128.4991677301,2038342.2741427177,0,0.014614197860833289,2001,1,0.15597287428273343,3834,0.03182324673969744,0.777869,0.09658544321115621,return,train_ticket
1,0.6113518245362828,1.4358921563691656,8.895779558029009,1.973117817144429,18.488404381793476,31.4474609375,0.16378568915343913,0.99,340242.68940624985,2119797.3137501464,1,0.05791639591570075,2760,1,0.17966493356441363,5193,0.02572676968996726,0.814086,0.08179769684339154,return,train_ticket
1,0.4249179440591331,1.1123465375599864,8.062748280538564,1.4136382047371658,18.494752038043476,31.382421875,0.1078630714285714,0.985,301146.7706361515,1988288.7825745018,0,0.04980927391240286,1515,1,0.17718028266115132,2901,0.02876413926232334,0.716495,0.0830443510954024,return,train_ticket
1,0.009265842195639085,1.0754153136468532,7.751733770145202,1.2479184249331536,18.511336616847824,31.058203125,0.1364769720496894,0.985,397574.41023356694,2125849.2497612746,1,0.05366356189079913,2394,1,0.2243231628706489,4654,0.03607890954018049,1.779807,0.12219414700029887,return,train_ticket
1,1.3471015767974397,0.8415521204339751,9.23329498402648,1.3558305026361086,18.512661345108693,31.0775390625,0.14093212499999996,0.995,242921.5120464445,2012206.116242309,1,0.051559477284540245,1448,1,0.15154675008689608,2877,0.027645693083072645,0.912489,0.0900540712478003,return,train_ticket
1,1.0705645463747686,0.9889343079150263,7.789561687512964,1.3094454836193765,18.51543393342391,31.0904296875,0.32660142857142854,2.485,207415.5546741624,1914493.5820117223,1,0.05226954105724124,1119,1,0.21733333333333332,2250,0.03897882133333334,1.459677,0.12068566013797648,return,train_ticket
1,10.892882162459106,1.016231451537557,7.832661514215654,1.3023103216195435,18.52126358695652,30.9107421875,0.13046799999999997,0.8900000000000005,398932.18747126125,1910975.333702465,1,0.06175528733567648,1138,1,0.2093321917808219,2336,0.0333002495719178,1.124212,0.1000358753599908,exception,train_ticket
1,0.012234191268690964,1.1274948037817871,7.658760273119401,1.305060201261417,18.52913128396739,30.91875,0.11965287037037037,0.975,231731.70927703235,1968165.4531283774,0,0.04995338313837083,1766,1,0.18922120225051822,3377,0.035349752146875926,1.701127,0.12313485088044966,exception,train_ticket
1,1.8631553699956762,1.1883914425086615,8.367100715485613,1.4187376479772855,18.53068953804348,30.847265625,0.13905414634146343,0.98,396178.03280984046,1744632.2956460041,1,0.05155321009960512,2129,1,0.1721111652852267,4102,0.024696577035592398,0.697205,0.07807001570648564,exception,train_ticket
1,6.7770134494636975,1.2040033191553012,13.03832960096761,1.9716085354808799,18.575118885869564,30.722265625,0.16243009259259258,0.995,426789.02209598036,1952081.226462064,0,0.048891080019235256,2451,1,0.1678720140258602,4563,0.025355382862152095,0.967843,0.08744393786092182,exception,train_ticket
1,6.032402785153492,0.9802971909541575,7.753670699991617,1.2409158490332972,18.57548828125,30.722265625,0.1258917770034843,0.985,495189.34914312355,2069844.751981755,0,0.049053149157976206,1938,1,0.15593859412873687,3713,0.025449337193643954,0.906671,0.08330197276905278,exception,train_ticket
1,1.9032283498969904,0.8690189156763658,5.0725867450000806,0.9073697193910325,18.57973420516304,30.697070312500003,0.06070172413793102,0.49,262632.4413265364,2013226.4806642334,1,0.05259282862967951,1161,1,0.27335047129391604,2334,0.04470675064267353,1.89135,0.14400753568380587,exception,train_ticket
1,0.22479510478858034,0.7769151653852874,7.15093670104163,1.0886122633240167,18.580519701086956,30.551757812500004,0.05695588235294118,0.48125,190632.86029778188,1858603.6474412486,1,0.07586294176522834,244,1,0.14072847682119205,604,0.02534948344370861,0.419462,0.06296082518256657,exception,train_ticket
1,0.4938506132672902,0.9650500803285543,5.316954764999764,1.1057763068949495,18.586599864130438,30.57109375,0.16847752252252252,0.99,334783.24235023593,1877164.9070567016,1,0.05549399086772433,955,1,0.18109452736318407,2010,0.02803380497512438,0.808052,0.08702871646765646,exception,train_ticket
1,0.18844132551820847,0.9801054582987799,7.278776504999769,1.38650009676544,18.584757133152173,30.534765625,0.022738043478260854,0.229,102763.42919938242,1688456.7197308193,1,0.056419193247706945,634,1,0.1355421686746988,1328,0.020604257530120483,0.467435,0.05559639109523035,exception,train_ticket
1,0.005710563636638133,1.072192018666317,8.30264346443182,1.352918553973044,18.584905740489127,30.32734375,0.1624175396825397,0.99,369312.8687876602,2037006.7676183628,1,0.0527590227982776,1750,1,0.1713679102214134,3297,0.02983889899909008,0.870609,0.09460569018418255,exception,train_ticket
1,1.6199996446309122,0.7610274410653288,7.090780986025948,1.084969686541686,18.584162703804346,30.251953125,0.35259399999999996,2.485,235584.96243105488,1999574.9123654077,1,0.052142889781310986,1312,1,0.2170693686671863,2566,0.04788613873733437,1.809386,0.19118734451643155,exception,train_ticket
1,0.3732488553269775,1.1296103208530623,8.538650703422636,1.4759934659223304,18.58542374320652,30.1828125,0.16880465631929045,2.154999999999999,167567.13952986815,1615237.896554762,1,0.051044075990309246,2529,1,0.18214210857262628,4771,0.028067353594634248,1.204905,0.09890685860760537,exception,train_ticket
1,0.8441622109885683,0.9912818953323468,7.081602187671708,1.1561646236329692,18.566737432065214,29.47265625,0.15694936409550045,0.995,438550.3075449315,1979587.0606042026,1,0.051556853238148403,2484,1,0.1514327546538381,4781,0.022239717841455762,0.801998,0.07009311967952962,exception,train_ticket
1,5.474706595728935,1.1113986275804921,8.927560280373987,1.4992105361086108,18.5653659986413,29.428710937500004,0.09714286267995567,0.995,340195.18220232835,1985472.6821993166,1,0.05337736973929996,1521,1,0.15564598168870802,2949,0.02119038521532723,0.521299,0.056892303993982256,exception,train_ticket
0,0.0,1.2038553146658775,10.322831622028309,1.6642774307338448,18.570452615489128,29.4349609375,0.1543188220620842,2.244999999999998,592050.4901257884,2366664.836541227,1,0.05076492770195118,2238,1,0.1736078614880674,4274,0.024604755966307908,1.013789,0.08359184781650421,exception,train_ticket
1,4.225117820594509,1.146424728950974,7.227066269557116,1.4856744876000252,18.58355129076087,29.3373046875,0.38584412698412696,4.95,453477.2933367329,2116522.637073764,1,0.05030009391226875,2497,1,0.229642034749843,4777,0.03916404019258949,2.730798,0.15863251139677978,exception,train_ticket
1,0.4308746437259139,1.1415574870463658,8.52349314238159,1.4146282814908777,18.58624320652174,29.34375,0.17194450396825398,2.109999999999999,299637.9057505218,1841329.8370811283,0,0.04945180985054465,2388,1,0.1661024599413225,4431,0.023956191604603928,0.92933,0.07587581174607348,exception,train_ticket
0,0.0,1.4544630226133897,9.40247277485725,1.8620470522568535,18.586875849184786,29.3630859375,0.17096777408228625,0.9933333333333336,430488.1946597646,2155638.406785291,0,0.04986060371870471,2920,1,0.21627131208302447,5396,0.028008814677538914,0.921862,0.09367800431647273,exception,train_ticket
1,0.5549147207027707,1.1684891593004794,8.994656759143751,1.4994921288550223,18.596042798913043,29.740625,0.14488207641196013,0.985,464871.7019408849,2154944.932062196,1,0.05101278995027714,2587,1,0.18933823529411764,4896,0.02570622181372549,0.760256,0.07726140684252143,exception,train_ticket
1,0.3824125359060482,0.8971779983667184,9.322272748634555,1.4271413512897684,18.590459408967387,29.7310546875,0.1607844773519163,2.2449999999999983,318547.7850015957,2150990.7574294517,1,0.05503536721999547,1149,1,0.17995824634655533,2395,0.03148173528183716,0.635577,0.08193557626360089,exception,train_ticket
1,0.1078917374094599,1.1975408842469626,11.123652417314725,1.7498972721034767,18.58448963994565,29.659375,0.12476403846153844,0.975,402930.3447261365,2268442.2667009556,1,0.05093330901935167,2810,1,0.18361153262518967,5272,0.028261322268588768,0.931121,0.09296687946608631,exception,train_ticket
1,0.12579847504536135,0.9236367381536925,10.701188138661122,1.5719257021084552,18.58893936820652,29.673828125,0.34145352564102566,4.8,322436.18891893874,2006225.353170498,1,0.05633469278761882,755,1,0.22724379376193507,1571,0.034369604710375555,0.889593,0.09816963885833933,exception,train_ticket
1,0.18926717212855237,1.2282161891550294,6.834792385079129,1.5003001366471551,18.58402683423913,29.68671875,0.08651632305194804,0.9666666666666666,448034.75669067167,2234710.1076169573,1,0.05483198838629211,2303,1,0.20264699500976352,4609,0.02149605532653504,0.580822,0.06317959147333581,exception,train_ticket
1,4.122887092739132,1.0958255660946086,5.154415204999623,1.1874478130729351,18.592713994565216,29.6779296875,0.112141125,0.8900000000000005,255472.6387150999,1957630.5154090112,1,0.05152639877316223,2185,1,0.16948736816286486,4077,0.029088056414029922,0.997037,0.09323617266852038,exception,train_ticket
1,1.6563822833152302,1.0506646131435442,9.872456662967815,1.4732292406752387,18.597554347826083,29.6212890625,0.2708920485783175,2.44,479118.41344895517,2032922.1526652058,0,0.04875859975624719,1995,1,0.20999198503873898,3743,0.03590606625701309,2.954271,0.16231107871229455,exception,train_ticket
1,4.563029012582484,1.3711892999253308,9.840856025488453,1.9545694695745284,18.596794327445654,29.5478515625,0.2615871602787457,2.32,759375.5476743121,2328587.7516150363,1,0.0520040943362956,2264,1,0.21368872825841428,4427,0.030189113620962275,1.114677,0.09790800328200315,exception,train_ticket
1,0.19335456442594712,1.056497289815997,9.998993597662984,1.5261405972712865,18.598271908967387,29.498046875,0.14944968023255814,0.995,575874.972654918,2421659.4296315503,1,0.05053267356523938,2609,1,0.18928715263793797,4966,0.029337222513089005,0.911834,0.09719691483144038,exception,train_ticket
1,0.04229119851158081,1.2032433199661983,8.165151012150483,1.4523762289665771,18.604581351902176,29.5357421875,0.24671558201058202,2.335000000000001,500365.10935485736,1933733.79479968,1,0.05240078669660708,2838,1,0.20989729225023343,5355,0.030897233986928105,1.145696,0.09822704250741453,exception,train_ticket
1,3.089820697544999,1.3787024549728317,9.821365951327882,1.8961033850863949,18.607192595108696,29.4638671875,0.15960404761904762,0.995,322166.05598208285,2172473.7700524465,0,0.049092982287406994,2559,1,0.2095074209507421,4649,0.03424799591309959,1.008359,0.11085931423139311,exception,train_ticket
1,2.8879794143315776,1.1657681695253672,8.584563435876994,1.498811350687032,18.60754500679348,29.4767578125,0.1297660162601626,0.985,438395.23419655237,2043480.3081162544,1,0.05137703006092975,2377,1,0.2408543032353563,4729,0.04278203066187355,3.229335,0.1742364773764879,exception,train_ticket
1,0.6292359803271588,0.9095940497615942,7.94213117463527,1.268579622765357,18.645715862771738,29.501171875,0.2684178947368422,2.485,315356.38670660707,1970360.1859771882,1,0.05323388388152517,1312,1,0.15263376192451264,2411,0.03217022024056408,1.062141,0.10953981060889031,exception,train_ticket
1,7.048451619161918,1.1067214660535292,10.005970641529927,1.5997911668760678,18.6498046875,29.467578125,0.2571415040650406,2.485,502054.83630571904,2292224.5314578344,0,0.049955969785661414,1918,1,0.21880293619424054,3542,0.03807328740824393,1.292654,0.11921235834087066,exception,train_ticket
1,0.7295005256437805,1.3188801252211753,14.716603516536184,2.28584452539906,18.65503566576087,29.473828125,0.12916937728937725,0.985,617117.0838622401,2184975.793616813,0,0.04940313091486592,1992,1,0.1921921921921922,3663,0.03225111438711439,1.387033,0.10650943433445982,exception,train_ticket
1,8.460174297329353,1.109411172208678,9.045545618590834,1.3862136761810935,18.64934612771739,29.5328125,0.14604295351473923,0.99,423380.719758921,2020439.1154865734,0,0.04943032252975943,2084,1,0.1854183057959612,3813,0.0343256842381327,1.107975,0.11030817857152062,exception,train_ticket
1,2.7545545287449125,1.0138979169031253,7.947922563971502,1.232869467482959,18.653133491847825,29.4955078125,0.1634829269005848,2.140000000000001,378722.8842687955,2140555.278116348,1,0.05546211627895625,1407,1,0.2459874389392882,2866,0.03382844242847174,1.354489,0.11588659627136179,exception,train_ticket
1,2.1692455297467124,1.105021797303598,9.940444963804383,1.566008424755889,18.64981742527174,29.5265625,0.1516399532312925,0.995,481998.2409685501,2128725.4484663536,1,0.05208659721681297,1323,1,0.18633293603496226,2517,0.027023016289233214,0.932184,0.087635891010941,exception,train_ticket
1,6.172805647717806,1.3355069138853175,17.735047600000087,2.7170902181944014,18.967578124999996,29.918359375,0.17367543092691617,0.995,693786.2738595327,2298288.867470855,1,0.05091634456911376,2602,1,0.2497463988638669,4929,0.04121639582065328,1.2933,0.1284494680953575,cpu_contention,train_ticket
0,0.0,1.0225084276803107,8.752111684939308,1.4303254298037087,18.982086447010868,30.0666015625,0.19300385378510376,0.995,565407.465253618,2345756.658462201,0,0.04949926653035541,2844,1,0.1878102044867977,5037,0.03242272344649593,0.916083,0.10304388272433365,cpu_contention,train_ticket
1,13.928098348476608,3.121283841985155,99.9341119871635,14.635402410151464,18.99510444972826,30.0666015625,0.40109019753086417,4.775,634439.9790061095,2106162.076046292,1,0.05405665060931275,2146,1,0.28181146935761753,4063,0.0644170551316761,4.718461,0.269471842588245,cpu_contention,train_ticket
1,0.022050731185226935,1.1340238162551732,11.071120272522773,1.8288584186893662,19.035941745923914,31.3353515625,0.15998569121447023,2.3425,917998.8815903941,2634303.008969895,1,0.052222378420434534,1907,1,0.21115537848605578,3765,0.03661463160690571,2.110127,0.1345260827627171,cpu_contention,train_ticket
1,25.156012787274133,3.145529420319065,89.64779953099254,13.141215424664665,19.049184782608695,31.43203125,0.22045310077519373,2.1999999999999984,457240.50315608596,2392838.7206559503,1,0.05045255700489848,2434,1,0.26413019573345065,4547,0.07578572905212227,4.348571,0.29054196083944245,cpu_contention,train_ticket
0,0.0,2.9140365801622874,82.21294234431286,12.080850860487784,19.04295601222826,31.40078125,0.30393275,2.485,926552.7531865828,2774618.2383281486,0,0.0499731265820097,2958,1,0.19538968166849616,5466,0.037226143249176724,1.244762,0.1205496460526917,cpu_contention,train_ticket
1,9.377105872099994,1.104791278944769,10.262522580096729,1.8083573582167318,19.08516474184783,32.2123046875,0.5329009166666666,4.95,873302.2714058188,2368755.9353398792,0,0.048905179100085516,2056,1,0.2385773624091381,3852,0.047506996365524405,3.35972,0.18136293522182892,cpu_contention,train_ticket
1,20.218611844197326,1.0801408457850226,10.794940644361278,1.7446653595519082,19.080515455163045,32.2123046875,0.2719632225913621,2.41,967269.3768819232,2675734.326851005,1,0.05196599635545307,2737,1,0.23429998079508355,5207,0.03969539408488573,1.287704,0.12282988533425779,cpu_contention,train_ticket
1,8.46777344265665,3.0861215651839724,99.93033306315276,14.672981965941805,19.095244565217392,32.205859375,0.1702681550195836,0.995,739580.4148387511,2346865.715867279,1,0.05032998192579541,2062,1,0.20427305888483585,3838,0.037499213131839494,1.075037,0.1141578824999572,cpu_contention,train_ticket
1,0.7418845141636752,0.9953512636583531,7.105379258644932,1.4509900957888693,19.302280061141303,33.6306640625,0.2858607778679654,2.455,1106991.7146024988,2662232.7768839677,1,0.050305640985158995,2367,1,0.28186838472158304,4346,0.09601553865623563,10.234862,0.5261742545584425,cpu_contention,train_ticket
1,3.1709026748578824,2.8309502711571013,77.74428538760041,11.483812235341446,19.315034816576084,33.8298828125,0.20923500811688311,2.349999999999999,1060793.8271223223,2667733.671755024,1,0.05148265880595093,2001,1,0.19783983140147524,3796,0.039181502634351946,1.202454,0.11842683928879404,cpu_contention,train_ticket
1,12.903684420774903,2.9090618022015615,100.02250681675322,14.692477805152913,19.26127292798913,33.8427734375,0.3023300877192983,4.762500000000002,779346.3077703556,2822286.206818319,1,0.05295858413804333,3204,1,0.1921182266009852,6293,0.0382495777848403,1.337162,0.11723517317479601,cpu_contention,train_ticket
1,0.6521758558793485,1.6113577801528207,10.182711801363856,1.9695348986220589,18.68187415081522,33.8052734375,0.260434625,2.455,312923.5626276879,2115115.7465610914,1,0.05176259361064528,1975,1,0.39218791237793615,3789,0.05375755080496173,3.090426,0.18270881075019668,network_delay,train_ticket
1,1.093151596173719,1.1488649359261458,8.49432399527408,1.4558302095690807,18.681967561141306,33.8095703125,0.47182245614035095,4.975,241091.94249807362,2101548.4759744536,1,0.05847947190968328,1383,1,0.23459539717891612,2694,0.047525621380846324,2.598393,0.23508290558128445,network_delay,train_ticket
1,6.696029009212486,1.0017708355042643,6.242060420237738,1.1058006825843556,18.68461277173913,33.8029296875,0.42622729729729725,4.55,267271.4635475085,2066852.1774457474,1,0.05296768518706363,1824,1,0.22523823274617383,3463,0.05525267917990182,6.454553,0.3323892633575375,network_delay,train_ticket
1,0.649212919950449,1.3563965082424807,13.933869128030082,2.2857155452828612,18.72055027173913,34.4423828125,0.3048039912280701,2.485,408889.92282157205,2350658.1606626534,1,0.050164422542334886,2236,1,0.22216969983455448,4231,0.03999329071141574,1.519501,0.13505557607441662,cpu_contention,train_ticket
1,9.465075197318377,3.095773326269766,95.333740283454,13.988096332843023,18.732396399456523,34.435546875,0.3211231944444444,2.47,251765.41836243524,2057455.8698141358,1,0.05194274625588069,2236,1,0.2915544675642595,4085,0.06470345385556917,1.864499,0.20159173547774747,cpu_contention,train_ticket
1,9.769088445319907,3.321385294381622,100.0980719594413,14.701590607385397,18.739491338315215,34.4376953125,0.43940115384615364,4.349999999999996,277828.8257271135,2044608.202252259,1,0.05890840186627544,1408,1,0.2929936305732484,2983,0.07674659805564868,2.548815,0.22692437549188196,cpu_contention,train_ticket
1,1.6944785127170783,1.4061238474800195,11.796890746816384,2.1178309158297757,18.751783288043477,34.655468750000004,0.10586233739837397,0.99,427983.1065129042,2151604.233194946,1,0.057695271538501514,2096,1,0.20259241478636583,4166,0.02451012770043207,0.783647,0.07381257866914508,network_delay,train_ticket
1,12.432439928056233,1.1887367020179949,9.251982454483857,1.541467923170448,18.756865658967396,34.655468750000004,1.0677853472222223,9.95,332308.46897552203,2348217.9146757624,1,0.05252660045820723,1257,1,0.253994264645637,2441,0.11254007046292502,5.216925,0.507118236439329,network_delay,train_ticket
1,1.0659355803397532,1.3433463590189096,9.734948677430406,1.6505975323656374,18.751409646739138,34.6638671875,0.5471264285714285,4.95,264615.37216365326,2078829.6992347392,1,0.052609296407638784,1638,1,0.2379158819836786,3186,0.13620998807281856,4.615907,0.5690885436790931,network_delay,train_ticket
1,3.0234055765276455,0.9122589138833177,5.674624618127302,1.038010597562656,18.758394191576087,34.846289062500006,1.0987520512820514,9.9,359342.295085952,2141647.0895863273,0,0.04984875959316992,1362,1,0.19066300510003922,2549,0.12502945704197724,5.229514,0.5505535793969386,network_delay,train_ticket
1,13.905177607014528,1.0210022965606533,10.6305691283092,1.6122139118662921,18.757901664402176,34.846289062500006,0.3762672619047619,4.4999999999999964,267294.02052002866,2180550.584204523,1,0.05227940632332839,1446,1,0.23466092572658773,2787,0.10989813275923935,4.558025,0.45272217082706395,network_delay,train_ticket
1,0.34289149455021106,1.1462629702195313,8.45055318596606,1.4416741714620205,18.7625,34.870703125000006,0.6336308749999999,4.975,377525.00132870214,2243904.019775131,1,0.053117689185979367,2293,1,0.24290657439446367,4335,0.1178383441753172,4.932977,0.5022955885742332,network_delay,train_ticket
