date,window,timestamp_start,is_anomaly,faulty_service,fault_type,inject_time,minutes_since_inject,inject_pod
2023-01-29,09_35,1675002859,1,ts-food-service,return,2023-01-29 09:34:19,1,ts-food-service-f5756978c-k8vqf
2023-01-29,09_36,1675002859,1,ts-food-service,return,2023-01-29 09:34:19,2,ts-food-service-f5756978c-k8vqf
2023-01-29,09_42,1675003346,1,ts-verification-code-service,return,2023-01-29 09:42:26,0,ts-verification-code-service-7b6dc75c45-2z9p2
2023-01-29,09_43,1675003346,1,ts-verification-code-service,return,2023-01-29 09:42:26,1,ts-verification-code-service-7b6dc75c45-2z9p2
2023-01-29,09_44,1675003346,1,ts-verification-code-service,return,2023-01-29 09:42:26,2,ts-verification-code-service-7b6dc75c45-2z9p2
2023-01-29,09_49,1675003774,1,ts-verification-code-service,return,2023-01-29 09:49:34,0,ts-verification-code-service-7b6dc75c45-2z9p2
2023-01-29,09_50,1675003774,1,ts-verification-code-service,return,2023-01-29 09:49:34,1,ts-verification-code-service-7b6dc75c45-2z9p2
2023-01-29,09_51,1675003774,1,ts-verification-code-service,return,2023-01-29 09:49:34,2,ts-verification-code-service-7b6dc75c45-2z9p2
2023-01-29,09_58,1675004284,1,ts-verification-code-service,return,2023-01-29 09:58:04,0,ts-verification-code-service-7b6dc75c45-2z9p2
2023-01-29,09_59,1675004284,1,ts-verification-code-service,return,2023-01-29 09:58:04,1,ts-verification-code-service-7b6dc75c45-2z9p2
2023-01-29,10_00,1675004284,1,ts-verification-code-service,return,2023-01-29 09:58:04,2,ts-verification-code-service-7b6dc75c45-2z9p2
2023-01-29,10_04,1675004674,1,ts-travel-service,exception,2023-01-29 10:04:34,0,ts-travel-service-64469b5b48-25zj6
2023-01-29,10_05,1675004674,1,ts-travel-service,exception,2023-01-29 10:04:34,1,ts-travel-service-64469b5b48-25zj6
2023-01-29,10_06,1675004674,1,ts-travel-service,exception,2023-01-29 10:04:34,2,ts-travel-service-64469b5b48-25zj6
2023-01-29,10_12,1675005168,1,ts-travel-service,exception,2023-01-29 10:12:48,0,ts-travel-service-64469b5b48-25zj6
2023-01-29,10_13,1675005168,1,ts-travel-service,exception,2023-01-29 10:12:48,1,ts-travel-service-64469b5b48-25zj6
2023-01-29,10_14,1675005168,1,ts-travel-service,exception,2023-01-29 10:12:48,2,ts-travel-service-64469b5b48-25zj6
2023-01-29,10_20,1675005610,1,ts-travel-service,exception,2023-01-29 10:20:10,0,ts-travel-service-64469b5b48-25zj6
2023-01-29,10_21,1675005610,1,ts-travel-service,exception,2023-01-29 10:20:10,1,ts-travel-service-64469b5b48-25zj6
2023-01-29,10_22,1675005610,1,ts-travel-service,exception,2023-01-29 10:20:10,2,ts-travel-service-64469b5b48-25zj6
2023-01-29,10_26,1675005980,1,ts-travel2-service,exception,2023-01-29 10:26:20,0,ts-travel2-service-5c66d57d58-6mp2b
2023-01-29,10_27,1675005980,1,ts-travel2-service,exception,2023-01-29 10:26:20,1,ts-travel2-service-5c66d57d58-6mp2b
2023-01-29,10_28,1675005980,1,ts-travel2-service,exception,2023-01-29 10:26:20,2,ts-travel2-service-5c66d57d58-6mp2b
2023-01-29,10_45,1675007110,1,ts-travel2-service,exception,2023-01-29 10:45:10,0,ts-travel2-service-5c66d57d58-6mp2b
2023-01-29,10_46,1675007110,1,ts-travel2-service,exception,2023-01-29 10:45:10,1,ts-travel2-service-5c66d57d58-6mp2b
2023-01-29,10_47,1675007110,1,ts-travel2-service,exception,2023-01-29 10:45:10,2,ts-travel2-service-5c66d57d58-6mp2b
2023-01-29,10_50,1675007416,1,ts-travel2-service,exception,2023-01-29 10:50:16,0,ts-travel2-service-5c66d57d58-6mp2b
2023-01-29,10_51,1675007416,1,ts-travel2-service,exception,2023-01-29 10:50:16,1,ts-travel2-service-5c66d57d58-6mp2b
2023-01-29,10_52,1675007416,1,ts-travel2-service,exception,2023-01-29 10:50:16,2,ts-travel2-service-5c66d57d58-6mp2b
2023-01-29,10_56,1675007805,1,ts-route-service,exception,2023-01-29 10:56:45,0,ts-route-service-b6c59fb57-zv8dt
2023-01-29,10_57,1675007805,1,ts-route-service,exception,2023-01-29 10:56:45,1,ts-route-service-b6c59fb57-zv8dt
2023-01-29,10_58,1675007805,1,ts-route-service,exception,2023-01-29 10:56:45,2,ts-route-service-b6c59fb57-zv8dt
2023-01-29,11_04,1675008245,1,ts-route-service,exception,2023-01-29 11:04:05,0,ts-route-service-b6c59fb57-zv8dt
2023-01-29,11_05,1675008245,1,ts-route-service,exception,2023-01-29 11:04:05,1,ts-route-service-b6c59fb57-zv8dt
2023-01-29,11_06,1675008245,1,ts-route-service,exception,2023-01-29 11:04:05,2,ts-route-service-b6c59fb57-zv8dt
2023-01-29,11_13,1675008836,1,ts-route-service,exception,2023-01-29 11:13:56,0,ts-route-service-b6c59fb57-zv8dt
2023-01-29,11_14,1675008836,1,ts-route-service,exception,2023-01-29 11:13:56,1,ts-route-service-b6c59fb57-zv8dt
2023-01-29,11_15,1675008836,1,ts-route-service,exception,2023-01-29 11:13:56,2,ts-route-service-b6c59fb57-zv8dt
2023-01-29,11_19,1675009199,1,ts-price-service,exception,2023-01-29 11:19:59,0,ts-price-service-76846864d9-g465z
2023-01-29,11_20,1675009199,1,ts-price-service,exception,2023-01-29 11:19:59,1,ts-price-service-76846864d9-g465z
2023-01-29,11_21,1675009199,1,ts-price-service,exception,2023-01-29 11:19:59,2,ts-price-service-76846864d9-g465z
2023-01-29,11_29,1675009743,1,ts-price-service,exception,2023-01-29 11:29:03,0,ts-price-service-76846864d9-g465z
2023-01-29,11_30,1675009743,1,ts-price-service,exception,2023-01-29 11:29:03,1,ts-price-service-76846864d9-g465z
2023-01-29,11_31,1675009743,1,ts-price-service,exception,2023-01-29 11:29:03,2,ts-price-service-76846864d9-g465z
2023-01-29,11_36,1675010166,1,ts-price-service,exception,2023-01-29 11:36:06,0,ts-price-service-76846864d9-g465z
2023-01-29,11_37,1675010166,1,ts-price-service,exception,2023-01-29 11:36:06,1,ts-price-service-76846864d9-g465z
2023-01-29,11_38,1675010166,1,ts-price-service,exception,2023-01-29 11:36:06,2,ts-price-service-76846864d9-g465z
2023-01-29,13_31,1675017114,1,ts-contacts-service,cpu_contention,2023-01-29 13:31:54,0,ts-contacts-service-866bd68c97-xcqfx
2023-01-29,13_32,1675017114,1,ts-contacts-service,cpu_contention,2023-01-29 13:31:54,1,ts-contacts-service-866bd68c97-xcqfx
2023-01-29,13_33,1675017114,1,ts-contacts-service,cpu_contention,2023-01-29 13:31:54,2,ts-contacts-service-866bd68c97-xcqfx
2023-01-29,14_23,1675020211,1,ts-verification-code-service,cpu_contention,2023-01-29 14:23:31,0,ts-verification-code-service-7b6dc75c45-2z9p2
2023-01-29,14_24,1675020211,1,ts-verification-code-service,cpu_contention,2023-01-29 14:23:31,1,ts-verification-code-service-7b6dc75c45-2z9p2
2023-01-29,14_25,1675020211,1,ts-verification-code-service,cpu_contention,2023-01-29 14:23:31,2,ts-verification-code-service-7b6dc75c45-2z9p2
2023-01-29,14_49,1675021797,1,ts-food-service,cpu_contention,2023-01-29 14:49:57,0,ts-food-service-f5756978c-k8vqf
2023-01-29,14_50,1675021797,1,ts-food-service,cpu_contention,2023-01-29 14:49:57,1,ts-food-service-f5756978c-k8vqf
2023-01-29,14_51,1675021797,1,ts-food-service,cpu_contention,2023-01-29 14:49:57,2,ts-food-service-f5756978c-k8vqf
2023-01-29,15_42,1675024920,1,ts-preserve-service,cpu_contention,2023-01-29 15:42:00,0,ts-preserve-service-b5ccf8557-j4txs
2023-01-29,15_43,1675024920,1,ts-preserve-service,cpu_contention,2023-01-29 15:42:00,1,ts-preserve-service-b5ccf8557-j4txs
2023-01-29,15_44,1675024920,1,ts-preserve-service,cpu_contention,2023-01-29 15:42:00,2,ts-preserve-service-b5ccf8557-j4txs
2023-01-30,11_51,1675097506,1,ts-contacts-service,network_delay,2023-01-30 11:51:46,0,ts-contacts-service-866bd68c97-dzqgd
2023-01-30,11_52,1675097506,1,ts-contacts-service,network_delay,2023-01-30 11:51:46,1,ts-contacts-service-866bd68c97-dzqgd
2023-01-30,11_53,1675097506,1,ts-contacts-service,network_delay,2023-01-30 11:51:46,2,ts-contacts-service-866bd68c97-dzqgd
2023-01-30,11_59,1675097961,1,ts-basic-service,cpu_contention,2023-01-30 11:59:21,0,ts-basic-service-5dc8d4f9fd-llznp
2023-01-30,12_00,1675097961,1,ts-basic-service,cpu_contention,2023-01-30 11:59:21,1,ts-basic-service-5dc8d4f9fd-llznp
2023-01-30,12_01,1675097961,1,ts-basic-service,cpu_contention,2023-01-30 11:59:21,2,ts-basic-service-5dc8d4f9fd-llznp
2023-01-30,12_06,1675098372,1,ts-basic-service,network_delay,2023-01-30 12:06:12,0,ts-basic-service-5dc8d4f9fd-llznp
2023-01-30,12_07,1675098372,1,ts-basic-service,network_delay,2023-01-30 12:06:12,1,ts-basic-service-5dc8d4f9fd-llznp
2023-01-30,12_08,1675098372,1,ts-basic-service,network_delay,2023-01-30 12:06:12,2,ts-basic-service-5dc8d4f9fd-llznp
2023-01-30,12_15,1675098956,1,ts-basic-service,network_delay,2023-01-30 12:15:56,0,ts-basic-service-5dc8d4f9fd-llznp
2023-01-30,12_16,1675098956,1,ts-basic-service,network_delay,2023-01-30 12:15:56,1,ts-basic-service-5dc8d4f9fd-llznp
2023-01-30,12_17,1675098956,1,ts-basic-service,network_delay,2023-01-30 12:15:56,2,ts-basic-service-5dc8d4f9fd-llznp
2023-01-30,12_29,1675099769,1,ts-verification-code-service,network_delay,2023-01-30 12:29:29,0,ts-verification-code-service-7b6dc75c45-r66rb
2023-01-30,12_30,1675099769,1,ts-verification-code-service,network_delay,2023-01-30 12:29:29,1,ts-verification-code-service-7b6dc75c45-r66rb
2023-01-30,12_31,1675099769,1,ts-verification-code-service,network_delay,2023-01-30 12:29:29,2,ts-verification-code-service-7b6dc75c45-r66rb
2023-01-30,12_36,1675100214,1,ts-verification-code-service,network_delay,2023-01-30 12:36:54,0,ts-verification-code-service-7b6dc75c45-r66rb
2023-01-30,12_37,1675100214,1,ts-verification-code-service,network_delay,2023-01-30 12:36:54,1,ts-verification-code-service-7b6dc75c45-r66rb
2023-01-30,12_38,1675100214,1,ts-verification-code-service,network_delay,2023-01-30 12:36:54,2,ts-verification-code-service-7b6dc75c45-r66rb
2023-01-30,12_44,1675100676,1,ts-food-service,cpu_contention,2023-01-30 12:44:36,0,ts-food-service-f5756978c-6sb8t
2023-01-30,12_45,1675100676,1,ts-food-service,cpu_contention,2023-01-30 12:44:36,1,ts-food-service-f5756978c-6sb8t
2023-01-30,12_46,1675100676,1,ts-food-service,cpu_contention,2023-01-30 12:44:36,2,ts-food-service-f5756978c-6sb8t
2023-01-30,12_52,1675101124,1,ts-food-service,network_delay,2023-01-30 12:52:04,0,ts-food-service-f5756978c-6sb8t
2023-01-30,12_53,1675101124,1,ts-food-service,network_delay,2023-01-30 12:52:04,1,ts-food-service-f5756978c-6sb8t
2023-01-30,12_54,1675101124,1,ts-food-service,network_delay,2023-01-30 12:52:04,2,ts-food-service-f5756978c-6sb8t
2023-01-30,12_59,1675101576,1,ts-food-service,network_delay,2023-01-30 12:59:36,0,ts-food-service-f5756978c-6sb8t
2023-01-30,13_00,1675101576,1,ts-food-service,network_delay,2023-01-30 12:59:36,1,ts-food-service-f5756978c-6sb8t
2023-01-30,13_01,1675101576,1,ts-food-service,network_delay,2023-01-30 12:59:36,2,ts-food-service-f5756978c-6sb8t
2023-01-30,13_06,1675102009,1,ts-travel-service,cpu_contention,2023-01-30 13:06:49,0,ts-travel-service-64469b5b48-5rjvb
2023-01-30,13_07,1675102009,1,ts-travel-service,cpu_contention,2023-01-30 13:06:49,1,ts-travel-service-64469b5b48-5rjvb
2023-01-30,13_08,1675102009,1,ts-travel-service,cpu_contention,2023-01-30 13:06:49,2,ts-travel-service-64469b5b48-5rjvb
2023-01-30,13_15,1675102543,1,ts-travel-service,network_delay,2023-01-30 13:15:43,0,ts-travel-service-64469b5b48-5rjvb
2023-01-30,13_16,1675102543,1,ts-travel-service,network_delay,2023-01-30 13:15:43,1,ts-travel-service-64469b5b48-5rjvb
2023-01-30,13_17,1675102543,1,ts-travel-service,network_delay,2023-01-30 13:15:43,2,ts-travel-service-64469b5b48-5rjvb
2023-01-30,13_22,1675102942,1,ts-travel-service,network_delay,2023-01-30 13:22:22,0,ts-travel-service-64469b5b48-5rjvb
2023-01-30,13_23,1675102942,1,ts-travel-service,network_delay,2023-01-30 13:22:22,1,ts-travel-service-64469b5b48-5rjvb
2023-01-30,13_24,1675102942,1,ts-travel-service,network_delay,2023-01-30 13:22:22,2,ts-travel-service-64469b5b48-5rjvb
2023-01-30,13_30,1675103452,1,ts-preserve-service,network_delay,2023-01-30 13:30:52,0,ts-preserve-service-b5ccf8557-l5l4p
2023-01-30,13_31,1675103452,1,ts-preserve-service,network_delay,2023-01-30 13:30:52,1,ts-preserve-service-b5ccf8557-l5l4p
2023-01-30,13_32,1675103452,1,ts-preserve-service,network_delay,2023-01-30 13:30:52,2,ts-preserve-service-b5ccf8557-l5l4p
2023-01-30,13_44,1675104284,1,ts-route-service,network_delay,2023-01-30 13:44:44,0,ts-route-service-b6c59fb57-dz9bw
2023-01-30,13_45,1675104284,1,ts-route-service,network_delay,2023-01-30 13:44:44,1,ts-route-service-b6c59fb57-dz9bw
2023-01-30,13_46,1675104284,1,ts-route-service,network_delay,2023-01-30 13:44:44,2,ts-route-service-b6c59fb57-dz9bw
2023-01-30,13_52,1675104740,1,ts-route-service,network_delay,2023-01-30 13:52:20,0,ts-route-service-b6c59fb57-dz9bw
2023-01-30,13_53,1675104740,1,ts-route-service,network_delay,2023-01-30 13:52:20,1,ts-route-service-b6c59fb57-dz9bw
2023-01-30,13_54,1675104740,1,ts-route-service,network_delay,2023-01-30 13:52:20,2,ts-route-service-b6c59fb57-dz9bw
2023-01-30,14_00,1675105216,1,ts-security-service,network_delay,2023-01-30 14:00:16,0,ts-security-service-cb9788d56-bdkcx
2023-01-30,14_01,1675105216,1,ts-security-service,network_delay,2023-01-30 14:00:16,1,ts-security-service-cb9788d56-bdkcx
2023-01-30,14_02,1675105216,1,ts-security-service,network_delay,2023-01-30 14:00:16,2,ts-security-service-cb9788d56-bdkcx
2023-01-30,14_08,1675105699,1,ts-security-service,network_delay,2023-01-30 14:08:19,0,ts-security-service-cb9788d56-bdkcx
2023-01-30,14_09,1675105699,1,ts-security-service,network_delay,2023-01-30 14:08:19,1,ts-security-service-cb9788d56-bdkcx
2023-01-30,14_10,1675105699,1,ts-security-service,network_delay,2023-01-30 14:08:19,2,ts-security-service-cb9788d56-bdkcx
